Date	LITECOIN
2016-09-23	3.75
2016-09-22	3.77
2016-09-21	3.81
2016-09-20	3.83
2016-09-19	3.82
2016-09-18	3.81
2016-09-17	3.82
2016-09-16	3.81
2016-09-15	3.82
2016-09-14	3.84
2016-09-13	3.8
2016-09-12	3.85
2016-09-11	3.97
2016-09-10	3.95
2016-09-09	3.97
2016-09-08	3.95
2016-09-07	3.94
2016-09-06	3.93
2016-09-05	3.96
2016-09-04	3.9
2016-09-03	3.83
2016-09-02	3.84
2016-09-01	3.82
2016-08-31	3.8
2016-08-30	3.76
2016-08-29	3.73
2016-08-28	3.75
2016-08-27	3.81
2016-08-26	3.8
2016-08-25	3.85
2016-08-24	3.93
2016-08-23	3.66
2016-08-22	3.59
2016-08-21	3.6
2016-08-20	3.6
2016-08-19	3.59
2016-08-18	3.59
2016-08-17	3.62
2016-08-16	3.57
2016-08-15	3.62
2016-08-14	3.7
2016-08-13	3.71
2016-08-12	3.72
2016-08-11	3.72
2016-08-10	3.72
2016-08-09	3.76
2016-08-08	3.78
2016-08-07	3.76
2016-08-06	3.75
2016-08-05	3.76
2016-08-04	3.72
2016-08-03	3.66
2016-08-02	3.85
2016-08-01	3.95
2016-07-31	4.04
2016-07-30	4.02
2016-07-29	3.91
2016-07-28	3.94
2016-07-27	3.98
2016-07-26	4.02
